"No.","Time","Source","Destination","Protocol","Length","Info"
"249","2019-02-26 23:50:54.900341","172.217.160.164","192.168.1.4","UDP","1209","443  >  57815 Len=1167"
"250","2019-02-26 23:50:54.901015","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"251","2019-02-26 23:50:54.907511","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"252","2019-02-26 23:50:54.908378","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"253","2019-02-26 23:50:54.909040","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"254","2019-02-26 23:50:54.909424","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"255","2019-02-26 23:50:54.910365","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"256","2019-02-26 23:50:54.910845","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"257","2019-02-26 23:50:54.911280","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"258","2019-02-26 23:50:54.912735","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"259","2019-02-26 23:50:54.913141","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"260","2019-02-26 23:50:54.913650","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"261","2019-02-26 23:50:54.914320","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"262","2019-02-26 23:50:54.914682","192.168.1.4","172.217.160.164","UDP","83","57815  >  443 Len=41"
"263","2019-02-26 23:50:54.915422","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"264","2019-02-26 23:50:54.917006","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"265","2019-02-26 23:50:54.917009","172.217.160.164","192.168.1.4","UDP","330","443  >  57815 Len=288"
"266","2019-02-26 23:50:54.917704","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"267","2019-02-26 23:50:54.944107","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"268","2019-02-26 23:50:54.973696","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"269","2019-02-26 23:50:54.974553","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"270","2019-02-26 23:50:54.975541","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"271","2019-02-26 23:50:54.976249","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"272","2019-02-26 23:50:54.976547","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"273","2019-02-26 23:50:54.976938","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"274","2019-02-26 23:50:54.977364","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"275","2019-02-26 23:50:54.978324","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"276","2019-02-26 23:50:54.978721","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"277","2019-02-26 23:50:54.979188","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"278","2019-02-26 23:50:54.980591","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"279","2019-02-26 23:50:54.981010","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"280","2019-02-26 23:50:54.981489","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"281","2019-02-26 23:50:54.982551","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"282","2019-02-26 23:50:54.983206","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"283","2019-02-26 23:50:54.983568","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"284","2019-02-26 23:50:54.984515","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"285","2019-02-26 23:50:54.984942","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"286","2019-02-26 23:50:54.985381","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"287","2019-02-26 23:50:54.986673","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"288","2019-02-26 23:50:54.987060","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"289","2019-02-26 23:50:54.987517","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"290","2019-02-26 23:50:54.988789","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"291","2019-02-26 23:50:54.988792","172.217.160.164","192.168.1.4","UDP","391","443  >  57815 Len=349"
"292","2019-02-26 23:50:55.002715","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"293","2019-02-26 23:50:55.026614","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"294","2019-02-26 23:50:55.027097","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"295","2019-02-26 23:50:55.027474","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"296","2019-02-26 23:50:55.028462","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"297","2019-02-26 23:50:55.029378","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"298","2019-02-26 23:50:55.029511","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"299","2019-02-26 23:50:55.030222","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"300","2019-02-26 23:50:55.030561","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"301","2019-02-26 23:50:55.031846","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"302","2019-02-26 23:50:55.032404","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"303","2019-02-26 23:50:55.032743","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"304","2019-02-26 23:50:55.033413","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"305","2019-02-26 23:50:55.034871","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"306","2019-02-26 23:50:55.035444","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"307","2019-02-26 23:50:55.036049","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"308","2019-02-26 23:50:55.036806","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"309","2019-02-26 23:50:55.037305","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"310","2019-02-26 23:50:55.037410","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"311","2019-02-26 23:50:55.037414","172.217.160.164","192.168.1.4","UDP","459","443  >  57815 Len=417"
"312","2019-02-26 23:50:55.037894","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"313","2019-02-26 23:50:55.043900","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"314","2019-02-26 23:50:55.043905","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"315","2019-02-26 23:50:55.043908","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"316","2019-02-26 23:50:55.044410","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"317","2019-02-26 23:50:55.044548","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"318","2019-02-26 23:50:55.044936","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"319","2019-02-26 23:50:55.044983","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"320","2019-02-26 23:50:55.046485","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"321","2019-02-26 23:50:55.047533","192.168.1.4","172.217.160.164","UDP","83","57815  >  443 Len=41"
"322","2019-02-26 23:50:55.050128","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"323","2019-02-26 23:50:55.050131","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"324","2019-02-26 23:50:55.050133","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"325","2019-02-26 23:50:55.050592","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"326","2019-02-26 23:50:55.050760","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"327","2019-02-26 23:50:55.051348","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"328","2019-02-26 23:50:55.051396","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"329","2019-02-26 23:50:55.052733","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"330","2019-02-26 23:50:55.053435","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"331","2019-02-26 23:50:55.053961","192.168.1.4","172.217.160.164","UDP","70","57815  >  443 Len=28"
"332","2019-02-26 23:50:55.054411","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"333","2019-02-26 23:50:55.054660","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"334","2019-02-26 23:50:55.055406","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"335","2019-02-26 23:50:55.057104","172.217.160.164","192.168.1.4","UDP","1369","443  >  57815 Len=1327"
"336","2019-02-26 23:50:55.057650","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"337","2019-02-26 23:50:55.113895","172.217.160.164","192.168.1.4","UDP","63","443  >  57815 Len=21"
"338","2019-02-26 23:50:56.152457","192.168.1.4","172.217.160.164","UDP","180","57815  >  443 Len=138"
"339","2019-02-26 23:50:56.217644","172.217.160.164","192.168.1.4","UDP","63","443  >  57815 Len=21"
"340","2019-02-26 23:50:56.267880","172.217.160.164","192.168.1.4","UDP","102","443  >  57815 Len=60"
"341","2019-02-26 23:50:56.267884","172.217.160.164","192.168.1.4","UDP","59","443  >  57815 Len=17"
"342","2019-02-26 23:50:56.268613","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"343","2019-02-26 23:50:56.526585","192.168.1.4","172.217.160.164","UDP","459","57815  >  443 Len=417"
"344","2019-02-26 23:50:56.585791","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"345","2019-02-26 23:50:56.586699","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"346","2019-02-26 23:50:56.587263","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"347","2019-02-26 23:50:56.587687","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"348","2019-02-26 23:50:56.588701","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"349","2019-02-26 23:50:56.589753","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"350","2019-02-26 23:50:56.589891","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"351","2019-02-26 23:50:56.590358","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"352","2019-02-26 23:50:56.591286","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"353","2019-02-26 23:50:56.591745","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"354","2019-02-26 23:50:56.592430","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"355","2019-02-26 23:50:56.592835","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"356","2019-02-26 23:50:56.593249","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"357","2019-02-26 23:50:56.594533","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"358","2019-02-26 23:50:56.594921","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"359","2019-02-26 23:50:56.595350","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"360","2019-02-26 23:50:56.596681","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"361","2019-02-26 23:50:56.597019","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"362","2019-02-26 23:50:56.597415","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"363","2019-02-26 23:50:56.598704","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"364","2019-02-26 23:50:56.598979","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"365","2019-02-26 23:50:56.599327","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"366","2019-02-26 23:50:56.600457","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"367","2019-02-26 23:50:56.600849","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"368","2019-02-26 23:50:56.601270","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"369","2019-02-26 23:50:56.602621","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"370","2019-02-26 23:50:56.603131","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"371","2019-02-26 23:50:56.603431","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"372","2019-02-26 23:50:56.604422","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"373","2019-02-26 23:50:56.605048","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"374","2019-02-26 23:50:56.605448","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"375","2019-02-26 23:50:56.606417","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"376","2019-02-26 23:50:56.606979","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"377","2019-02-26 23:50:56.607417","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"378","2019-02-26 23:50:56.608521","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"379","2019-02-26 23:50:56.609090","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"380","2019-02-26 23:50:56.609575","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"381","2019-02-26 23:50:56.610006","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"382","2019-02-26 23:50:56.610890","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"383","2019-02-26 23:50:56.611382","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"384","2019-02-26 23:50:56.615950","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"385","2019-02-26 23:50:56.615952","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"386","2019-02-26 23:50:56.615957","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"387","2019-02-26 23:50:56.615959","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"388","2019-02-26 23:50:56.616509","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"389","2019-02-26 23:50:56.616734","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"390","2019-02-26 23:50:56.617005","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"391","2019-02-26 23:50:56.617187","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"392","2019-02-26 23:50:56.617499","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"393","2019-02-26 23:50:56.618216","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"394","2019-02-26 23:50:56.619339","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"395","2019-02-26 23:50:56.619505","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"396","2019-02-26 23:50:56.620060","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"397","2019-02-26 23:50:56.620551","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"398","2019-02-26 23:50:56.621161","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"399","2019-02-26 23:50:56.622462","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"400","2019-02-26 23:50:56.622919","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"401","2019-02-26 23:50:56.623378","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"402","2019-02-26 23:50:56.624400","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"403","2019-02-26 23:50:56.624955","192.168.1.4","172.217.160.164","UDP","84","57815  >  443 Len=42"
"404","2019-02-26 23:50:56.625358","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"405","2019-02-26 23:50:56.626377","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"406","2019-02-26 23:50:56.626839","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"407","2019-02-26 23:50:56.627251","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"408","2019-02-26 23:50:56.628567","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"409","2019-02-26 23:50:56.628959","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"410","2019-02-26 23:50:56.629382","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"411","2019-02-26 23:50:56.630372","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"412","2019-02-26 23:50:56.630745","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"413","2019-02-26 23:50:56.631208","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"414","2019-02-26 23:50:56.632323","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"415","2019-02-26 23:50:56.632941","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"416","2019-02-26 23:50:56.633443","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"417","2019-02-26 23:50:56.634678","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"418","2019-02-26 23:50:56.635153","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"419","2019-02-26 23:50:56.635486","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"420","2019-02-26 23:50:56.636519","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"421","2019-02-26 23:50:56.636859","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"422","2019-02-26 23:50:56.637254","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"423","2019-02-26 23:50:56.637530","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"424","2019-02-26 23:50:56.638423","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"425","2019-02-26 23:50:56.638856","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"426","2019-02-26 23:50:56.640159","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"427","2019-02-26 23:50:56.640439","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"428","2019-02-26 23:50:56.640868","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
